iter	Passed	Remaining
229	503	1687
230	506	1684
231	508	1682
232	510	1679
233	512	1676
234	514	1673
235	516	1670
236	518	1668
237	520	1666
238	522	1663
239	524	1660
240	526	1658
241	528	1654
242	530	1652
243	532	1649
244	534	1646
245	536	1643
246	538	1640
247	540	1637
248	542	1635
249	544	1633
250	546	1631
251	548	1628
252	550	1625
253	552	1622
254	554	1619
255	556	1617
256	558	1614
257	560	1611
258	562	1608
259	564	1605
260	565	1602
261	567	1599
262	570	1598
263	572	1595
264	574	1594
265	577	1592
266	579	1589
267	581	1587
268	583	1584
269	585	1582
270	587	1580
271	589	1577
272	591	1574
273	593	1572
274	595	1570
275	597	1567
276	599	1565
277	601	1562
278	603	1559
279	605	1557
280	607	1554
281	609	1551
282	611	1548
283	613	1546
284	615	1543
285	617	1541
286	619	1539
287	621	1536
288	623	1533
289	625	1530
290	627	1528
291	629	1525
292	631	1523
293	633	1521
294	635	1518
295	637	1516
296	639	1514
297	641	1511
298	643	1508
299	645	1506
300	647	1504
301	649	1501
302	651	1499
303	653	1496
304	655	1494
305	657	1492
306	659	1489
307	661	1486
308	663	1484
309	665	1482
310	668	1480
311	670	1477
312	672	1475
313	673	1472
314	675	1469
315	677	1467
316	679	1464
317	681	1462
318	683	1459
319	685	1457
320	687	1454
321	689	1451
322	691	1449
323	693	1446
324	695	1444
325	697	1442
326	699	1440
327	701	1438
328	703	1435
329	706	1434
330	708	1431
331	710	1429
332	712	1427
333	714	1425
334	717	1423
335	719	1421
336	721	1419
337	724	1418
338	726	1416
339	728	1414
340	730	1412
341	732	1409
342	735	1407
343	737	1406
344	739	1403
345	741	1401
346	744	1400
347	746	1397
348	748	1396
349	750	1393
350	753	1392
351	755	1390
352	757	1388
353	759	1386
354	761	1383
355	763	1381
356	765	1378
357	767	1376
358	769	1373
359	771	1371
360	773	1368
361	774	1365
362	776	1362
363	778	1360
364	780	1357
365	782	1356
366	785	1354
367	787	1351
368	788	1349
369	790	1346
370	792	1344
371	794	1341
372	796	1339
373	798	1336
374	800	1334
375	802	1331
376	804	1329
377	806	1326
378	808	1323
379	809	1321
380	811	1318
381	813	1315
382	815	1313
383	817	1311
384	819	1308
385	821	1305
386	823	1303
387	824	1301
388	826	1298
389	828	1296
390	830	1294
391	832	1291
392	834	1289
393	836	1286
394	838	1284
395	840	1281
396	841	1278
397	843	1276
398	845	1274
399	848	1272
400	850	1269
401	852	1267
402	854	1265
403	856	1262
404	857	1260
405	859	1258
406	861	1255
407	863	1253
408	865	1250
409	867	1248
410	869	1246
411	871	1244
412	873	1241
413	875	1239
414	877	1237
415	879	1235
416	881	1232
417	883	1230
418	885	1228
419	887	1225
420	889	1223
421	891	1221
422	893	1218
423	895	1216
424	897	1214
425	899	1211
426	901	1209
427	903	1207
428	905	1204
429	907	1202
430	909	1200
431	911	1198
432	913	1196
433	915	1194
434	917	1192
435	919	1189
436	921	1187
437	923	1184
438	925	1182
439	926	1179
440	928	1177
441	930	1174
442	932	1172
443	934	1169
444	936	1167
445	937	1164
446	939	1162
447	942	1161
448	944	1158
449	946	1156
450	947	1153
451	950	1151
452	952	1149
453	954	1147
454	955	1145
455	957	1142
456	959	1140
457	962	1138
458	964	1136
459	966	1134
460	967	1131
461	970	1129
462	972	1127
463	974	1125
464	976	1123
465	978	1121
466	981	1119
467	983	1117
468	985	1115
469	987	1113
470	989	1111
471	991	1108
472	993	1107
473	995	1104
474	997	1102
475	999	1100
476	1001	1098
477	1003	1096
478	1006	1094
479	1008	1092
480	1010	1090
481	1012	1088
482	1014	1086
483	1017	1084
484	1019	1082
485	1021	1080
486	1023	1078
487	1025	1075
488	1027	1073
489	1029	1071
490	1031	1069
491	1033	1067
492	1035	1064
493	1037	1062
494	1039	1060
495	1041	1058
496	1043	1055
497	1045	1053
498	1047	1051
499	1049	1049
500	1051	1046
501	1052	1044
502	1054	1042
503	1057	1040
504	1058	1038
505	1061	1035
506	1062	1033
507	1064	1031
508	1066	1028
509	1068	1026
510	1071	1025
511	1073	1023
512	1076	1021
513	1078	1020
514	1081	1018
515	1083	1016
516	1085	1014
517	1087	1012
518	1090	1010
519	1092	1008
520	1095	1007
521	1100	1008
522	1104	1007
523	1107	1006
524	1111	1005
525	1114	1004
526	1117	1002
527	1120	1001
528	1123	1000
529	1126	999
530	1129	997
531	1131	995
532	1134	994
533	1137	992
534	1140	991
535	1146	992
536	1148	990
537	1150	988
538	1154	987
539	1157	985
540	1160	984
541	1163	983
542	1166	981
543	1169	980
544	1172	978
545	1175	977
546	1178	975
547	1180	973
548	1182	971
549	1184	969
550	1186	966
551	1188	964
552	1190	962
553	1192	959
554	1194	957
555	1196	955
556	1198	953
557	1200	951
558	1202	948
559	1204	946
560	1206	944
561	1209	942
562	1212	941
563	1215	939
564	1219	939
565	1222	937
566	1225	936
567	1228	934
568	1231	932
569	1234	931
570	1236	929
571	1238	927
572	1240	924
573	1242	922
574	1244	920
575	1246	917
576	1248	915
577	1250	913
578	1253	911
579	1255	908
580	1257	906
581	1259	904
582	1261	902
583	1263	900
584	1265	898
585	1268	895
586	1270	893
587	1272	891
588	1275	889
589	1277	887
590	1279	885
591	1281	883
592	1283	880
593	1285	878
594	1287	876
595	1290	874
596	1292	872
597	1294	870
598	1296	867
599	1298	865
600	1301	863
601	1303	861
602	1305	859
603	1307	857
604	1310	855
605	1312	853
606	1315	851
607	1317	849
608	1319	847
609	1321	844
610	1324	843
611	1327	841
612	1330	839
613	1332	837
614	1334	835
615	1336	833
616	1339	831
617	1341	829
618	1343	827
619	1345	824
620	1348	822
621	1350	820
622	1352	818
623	1354	816
624	1356	814
625	1359	811
626	1361	809
627	1363	807
628	1365	805
629	1367	803
630	1369	800
631	1371	798
632	1373	796
633	1375	794
634	1378	792
635	1380	790
636	1382	787
637	1384	785
638	1387	783
639	1389	781
640	1391	779
641	1393	777
642	1395	774
643	1397	772
644	1399	770
645	1401	768
646	1403	765
647	1405	763
648	1407	761
649	1410	759
650	1412	757
651	1414	754
652	1416	752
653	1418	750
654	1420	748
655	1422	745
656	1424	743
657	1426	741
658	1428	739
659	1430	736
660	1432	734
661	1435	732
662	1437	730
663	1440	728
664	1442	726
665	1444	724
666	1447	722
667	1450	720
668	1452	718
669	1454	716
670	1457	714
671	1459	712
672	1461	710
673	1463	708
674	1466	705
675	1468	703
676	1470	701
677	1472	699
678	1474	697
679	1476	694
680	1478	692
681	1480	690
682	1483	688
683	1485	686
684	1488	684
685	1490	682
686	1492	679
687	1494	677
688	1496	675
689	1499	673
690	1501	671
691	1503	669
692	1505	667
693	1507	664
694	1509	662
695	1512	660
696	1514	658
697	1516	656
698	1518	654
699	1520	651
700	1522	649
701	1524	647
702	1527	645
703	1529	642
704	1531	640
705	1534	638
706	1536	636
707	1538	634
708	1540	632
709	1542	630
710	1545	628
711	1547	625
712	1549	623
713	1551	621
714	1553	619
715	1555	616
716	1557	614
717	1559	612
718	1561	610
719	1564	608
720	1566	606
721	1568	603
722	1570	601
723	1572	599
724	1575	597
725	1577	595
726	1579	593
727	1581	591
728	1583	588
729	1585	586
730	1588	584
731	1590	582
732	1592	579
733	1594	577
734	1596	575
735	1598	573
736	1600	571
737	1602	568
738	1604	566
739	1606	564
740	1608	562
741	1610	560
742	1612	557
743	1615	555
744	1617	553
745	1620	551
746	1623	549
747	1626	547
748	1628	545
749	1631	543
750	1633	541
751	1635	539
752	1637	537
753	1640	535
754	1642	532
755	1644	530
756	1646	528
757	1648	526
758	1650	524
759	1652	521
760	1654	519
761	1656	517
762	1658	515
763	1660	512
764	1662	510
765	1664	508
766	1667	506
767	1669	504
768	1671	502
769	1673	499
770	1675	497
771	1677	495
772	1679	493
773	1681	490
774	1683	488
775	1685	486
776	1687	484
777	1689	482
778	1691	479
779	1693	477
780	1695	475
781	1698	473
782	1700	471
783	1702	469
784	1704	466
785	1706	464
786	1708	462
787	1711	460
788	1713	458
789	1715	455
790	1717	453
791	1719	451
792	1721	449
793	1723	447
794	1725	444
795	1727	442
796	1729	440
797	1731	438
798	1734	436
799	1738	434
800	1740	432
801	1743	430
802	1745	428
803	1747	426
804	1749	423
805	1751	421
806	1754	419
807	1756	417
808	1758	415
809	1760	412
810	1762	410
811	1764	408
812	1767	406
813	1769	404
814	1771	402
815	1773	399
816	1775	397
817	1777	395
818	1779	393
819	1781	391
820	1783	388
821	1785	386
822	1789	384
823	1791	382
824	1793	380
825	1795	378
826	1798	376
827	1799	373
828	1802	371
829	1804	369
830	1806	367
831	1808	365
832	1810	362
833	1812	360
834	1814	358
835	1816	356
836	1818	354
837	1820	351
838	1822	349
839	1824	347
840	1827	345
841	1829	343
842	1831	341
843	1833	338
844	1835	336
845	1838	334
846	1839	332
847	1842	330
848	1844	328
849	1847	326
850	1849	323
851	1851	321
852	1853	319
853	1855	317
854	1857	314
855	1859	312
856	1861	310
857	1863	308
858	1865	306
859	1867	304
860	1869	301
861	1871	299
862	1874	297
863	1876	295
864	1878	293
865	1880	291
866	1882	288
867	1884	286
868	1886	284
869	1888	282
870	1890	280
871	1892	277
872	1895	275
873	1897	273
874	1900	271
875	1902	269
876	1904	267
877	1905	264
878	1908	262
879	1910	260
880	1912	258
881	1914	256
882	1916	253
883	1918	251
884	1920	249
885	1922	247
886	1924	245
887	1926	243
888	1928	240
889	1930	238
890	1932	236
891	1934	234
892	1937	232
893	1939	229
894	1941	227
895	1942	225
896	1944	223
897	1947	221
898	1949	219
899	1952	216
900	1954	214
901	1956	212
902	1959	210
903	1961	208
904	1963	206
905	1966	203
906	1968	201
907	1971	199
908	1974	197
909	1977	195
910	1980	193
911	1982	191
912	1985	189
913	1988	187
914	1991	185
915	1994	182
916	1996	180
917	1999	178
918	2002	176
919	2004	174
920	2006	172
921	2008	169
922	2011	167
923	2013	165
924	2015	163
925	2017	161
926	2019	159
927	2021	156
928	2023	154
929	2025	152
930	2027	150
931	2029	148
932	2032	145
933	2034	143
934	2037	141
935	2039	139
936	2042	137
937	2044	135
938	2046	132
939	2054	131
940	2060	129
941	2068	127
942	2071	125
943	2078	123
944	2080	121
945	2083	118
946	2085	116
947	2087	114
948	2090	112
949	2092	110
950	2094	107
951	2096	105
952	2098	103
953	2100	101
954	2102	99
955	2104	96
956	2106	94
957	2108	92
958	2110	90
959	2113	88
960	2115	85
961	2117	83
962	2119	81
963	2121	79
964	2123	77
965	2125	74
966	2127	72
967	2129	70
968	2131	68
969	2133	65
970	2135	63
971	2138	61
972	2140	59
973	2142	57
974	2144	54
975	2146	52
976	2148	50
977	2150	48
978	2152	46
979	2154	43
980	2156	41
981	2158	39
982	2160	37
983	2162	35
984	2164	32
985	2166	30
986	2168	28
987	2171	26
988	2173	24
989	2175	21
990	2177	19
991	2180	17
992	2182	15
993	2184	13
994	2186	10
995	2188	8
996	2190	6
997	2192	4
998	2194	2
999	2196	0
